actual,predicted
23644,35837.81650135257
20598,35837.81650135257
22854,23303.006666666668
22351,126468.83947583947
23479,126468.83947583947
1313873,126468.83947583947
22994,24995.2744665195
22644,35837.81650135257
25087,24995.2744665195
24376,126468.83947583947
22917,35837.81650135257
23474,23303.006666666668
937024,126468.83947583947
22470,24995.2744665195
14994,126468.83947583947
16623,24995.2744665195
24018,126468.83947583947
22017,35837.81650135257
22167,100113.71875
29063,23303.006666666668
1169495,126468.83947583947
22252,23303.006666666668
21699,23303.006666666668
21478,23303.006666666668
26898,44336.515625
22387,35837.81650135257
24263,35837.81650135257
23098,126468.83947583947
22916,1310669.6666666667
22698,100113.71875
25676,35837.81650135257
23301,126468.83947583947
2000923,126468.83947583947
23676,35837.81650135257
1482290,126468.83947583947
29348,23303.006666666668
21027,23303.006666666668
1002619,126468.83947583947
31020,24995.2744665195
22982,35837.81650135257
21906,25012.125
26273,30937.164705882355
30502,35837.81650135257
59555,21862.214285714286
27870,126468.83947583947
21664,35837.81650135257
23354,126468.83947583947
21612,23303.006666666668
24675,126468.83947583947
24030,24995.2744665195
21723,23303.006666666668
1521825,126468.83947583947
21738,100113.71875
14659,23303.006666666668
21702,23303.006666666668
19035,35837.81650135257
24589,126468.83947583947
22283,35837.81650135257
19402,23303.006666666668
21874,35837.81650135257
18873,35837.81650135257
29707,35837.81650135257
23096,24995.2744665195
24778,126468.83947583947
17877,126468.83947583947
24010,126468.83947583947
22692,35837.81650135257
29540,23303.006666666668
22282,24995.2744665195
14113,126468.83947583947
30984,126468.83947583947
23963,35837.81650135257
24840,23303.006666666668
16818,24995.2744665195
22292,126468.83947583947
25019,24995.2744665195
23619,35837.81650135257
25541,44336.515625
29977,35837.81650135257
22761,126468.83947583947
1484388,126468.83947583947
18741,23303.006666666668
23237,35837.81650135257
21567,24995.2744665195
25936,35837.81650135257
19250,25012.125
23215,100113.71875
24515,126468.83947583947
29681,35837.81650135257
18471,23303.006666666668
22073,126468.83947583947
25390,23303.006666666668
20402,126468.83947583947
25100,23303.006666666668
24848,23303.006666666668
23180,126468.83947583947
25596,21862.214285714286
22387,35837.81650135257
23571,23303.006666666668
23443,24995.2744665195
25015,23303.006666666668
25094,126468.83947583947
26394,35837.81650135257
30444,30937.164705882355
32400,24995.2744665195
23344,35837.81650135257
29636,35837.81650135257
22655,24995.2744665195
23071,23303.006666666668
21829,126468.83947583947
21164,126468.83947583947
23145,23303.006666666668
27700,23303.006666666668
23684,126468.83947583947
18979,25274.01818181818
19862,23303.006666666668
23381,24995.2744665195
20121,24995.2744665195
24768,24995.2744665195
23521,35837.81650135257
23341,126468.83947583947
23756,126468.83947583947
22305,35837.81650135257
22354,126468.83947583947
1097194,126468.83947583947
37494,126468.83947583947
20356,23303.006666666668
946318,946491.4666666667
22690,126468.83947583947
23814,24995.2744665195
23541,126468.83947583947
42292,126468.83947583947
31031,35837.81650135257
21529,35837.81650135257
18238,30937.164705882355
34807,35837.81650135257
20814,23303.006666666668
24660,35837.81650135257
23257,23303.006666666668
23975,24995.2744665195
21723,35837.81650135257
32696,35837.81650135257
20206,24995.2744665195
24714,35837.81650135257
23223,35837.81650135257
17301,126468.83947583947
21649,23303.006666666668
25998,24995.2744665195
21308,23303.006666666668
25119,24995.2744665195
26044,100113.71875
28433,126468.83947583947
22500,24995.2744665195
22306,23303.006666666668
22079,126468.83947583947
24638,24995.2744665195
55697,126468.83947583947
21644,126468.83947583947
